CustomerID,FirstName,LastName,Age,Gender,AccountBalance,AccountType,Email
1939,Daniel,Davies,48,Female,10018.53,Checking,nhernandez@example.com
3324,Nathaniel,Bond,80,Female,8767.71,Checking,wadehaley@example.net
5641,Brian,Carroll,60,Male,8186.83,Checking,kgross@example.org
2165,Samantha,Bailey,44,Female,2066.87,Savings,lance37@example.net
1117,Heather,Clark,50,Female,13903.21,Savings,kathyvaughn@example.net
3000,Matthew,Meyer,79,Male,6563.08,Checking,scottreginald@example.org
2179,Regina,Jones,34,Female,6587.59,Checking,colemegan@example.org
7891,Richard,Harmon,18,Female,10654.92,Savings,pamelasmith@example.com
5956,Omar,Guzman,57,Female,14503.32,Checking,unelson@example.com
4759,Trevor,Ferguson,80,Male,3356.96,Checking,floreschristopher@example.org
4960,Benjamin,Norris,44,Male,4441.79,Savings,pcampbell@example.org
9329,Beth,Mullen,78,Male,6122.56,Checking,guzmandarrell@example.org
3820,Dakota,Mathews,62,Male,5944.31,Savings,randy18@example.net
4814,Vanessa,Wright,75,Male,1126.93,Savings,brad55@example.net
2008,Krista,Williamson,42,Male,4044.85,Checking,joshuaerickson@example.net
7113,Curtis,Foster,59,Male,2722.51,Checking,sharris@example.org
5430,Michael,King,67,Male,12713.84,Checking,jeffreyyoung@example.com
6151,Jeanette,Morales,78,Female,2486.5,Savings,cookmandy@example.org
8246,James,Miller,59,Male,6116.36,Checking,iwhite@example.com
5816,Cathy,Leonard,18,Male,2922.69,Checking,ricky47@example.net
6912,Monica,Chavez,18,Male,5711.1,Checking,susan79@example.net
7893,Jordan,Burgess,57,Female,8128.48,Checking,dlewis@example.net
3328,Jodi,Fleming,27,Female,4968.79,Checking,latasha00@example.net
2469,Shane,Peterson,25,Female,4702.02,Savings,ian99@example.com
6997,Joshua,Waters,67,Female,6897.87,Savings,nrose@example.org
6560,Jennifer,Jackson,31,Female,11103.55,Savings,trevor95@example.org
1602,Charles,Patel,76,Male,8124.87,Savings,barrettbradley@example.com
2546,Nicholas,Anderson,23,Female,12620.99,Checking,qgarcia@example.com
1670,Cristian,Espinoza,58,Female,13897.63,Checking,ihernandez@example.org
3260,Kristopher,Moore,42,Female,9752.77,Savings,iowens@example.net
4563,John,Morris,48,Male,8905.68,Savings,angela69@example.net
9109,Brianna,Ibarra,39,Male,12126.74,Checking,josephhernandez@example.org
6311,Matthew,Snyder,76,Male,3069.02,Checking,mitchellkelly@example.net
8529,Christopher,Thomas,23,Male,5938.51,Checking,xmitchell@example.net
8838,Tracy,Perkins,58,Male,10089.71,Checking,sfitzpatrick@example.com
243,Dustin,Smith,36,Male,12437.68,Checking,markcrawford@example.net
4548,Christian,Garcia,62,Female,5959.79,Checking,cdickson@example.org
5780,Catherine,Austin,78,Female,12885.9,Checking,coffeyalicia@example.net
8114,Sarah,Case,76,Male,13258.09,Checking,jerry32@example.org
2238,Jeffrey,Bradford,32,Male,10233.67,Savings,cainandrew@example.com
3726,Tracy,Young,73,Male,10738.9,Savings,dcallahan@example.net
4703,Scott,Scott,26,Male,13530.67,Checking,cbrennan@example.org
4485,James,Knight,79,Male,4957.56,Savings,brownrichard@example.org
3514,Diane,Gregory,24,Male,3214.86,Savings,john15@example.org
6019,Russell,Wright,20,Male,12001.02,Checking,lindawilliams@example.net
9973,Robyn,Mercer,79,Female,8403.23,Savings,chayden@example.net
7915,Adam,Arias,57,Male,4959.11,Checking,annmeza@example.net
5026,Mary,Bush,48,Male,8765.56,Savings,bchapman@example.org
2307,David,Leonard,23,Male,5412.7,Checking,dmichael@example.org
4356,Richard,Gomez,40,Male,4135.81,Savings,qjones@example.com
4551,Karen,Flores,39,Male,2106.06,Savings,louiscurtis@example.org
4963,Evan,Thompson,76,Male,2435.72,Checking,bennettjennifer@example.org
1787,Charles,Edwards,52,Female,8330.04,Savings,qrobbins@example.net
9946,Matthew,Evans,77,Female,8514.77,Savings,jcobb@example.com
2865,James,Terry,48,Female,3080.19,Checking,williamsjoseph@example.com
8272,Bernard,Chen,28,Male,4048.96,Checking,chendricks@example.org
1170,Austin,Becker,78,Male,5783.79,Checking,kristendavenport@example.com
5223,Brian,Smith,61,Female,11816.86,Savings,zsims@example.org
4358,Crystal,Baker,72,Female,9771.77,Savings,carpenterkimberly@example.net
3550,Natalie,Woodward,45,Male,6063.08,Savings,wilkinscurtis@example.org
6304,Robert,Chase,24,Female,10036.5,Checking,tortiz@example.com
7534,Kenneth,Vega,47,Female,12981.07,Checking,terri84@example.net
3711,Amy,Lawson,41,Female,3875.45,Checking,clarkjose@example.org
7059,David,Lopez,77,Male,3378.3,Savings,jjordan@example.com
7958,Courtney,Lane,70,Female,11093.95,Savings,ricardoortega@example.com
9427,Toni,Schroeder,37,Female,7909.74,Checking,amberbender@example.net
771,Hector,Davis,77,Male,3689.38,Savings,parkamber@example.net
3234,Pamela,Gutierrez,44,Female,10122.54,Savings,stewartgeoffrey@example.net
8939,Nicholas,Jones,30,Male,10428.22,Savings,fjames@example.org
2722,Robert,Kelly,47,Male,2616.44,Savings,taylorshane@example.org
2855,Kelsey,Ramirez,61,Female,4128.15,Checking,lvargas@example.org
3958,Scott,Thomas,50,Female,2706.64,Savings,brendawalker@example.com
3098,Susan,Watkins,37,Male,3024.8,Checking,sean07@example.com
8031,Cody,Payne,60,Female,4173.63,Checking,harrisonjasmine@example.net
8191,William,Weber,58,Male,1709.72,Checking,kimberly72@example.net
2100,Adam,Ellison,53,Male,1304.76,Checking,mholder@example.com
5457,Timothy,Perry,61,Male,10657.95,Checking,burnettlaura@example.net
8599,Frank,King,61,Female,4243.54,Savings,stephanie52@example.com
5751,Elizabeth,Oconnor,34,Female,5988.41,Checking,kjennings@example.org
7145,Melissa,Garza,30,Male,13168.06,Checking,diana89@example.net
207,Anthony,Reynolds,57,Female,7171.35,Savings,erin48@example.com
1595,Jordan,Valdez,76,Female,13511.23,Savings,pgarcia@example.org
3533,Derek,Miller,30,Female,10106.08,Checking,smithangela@example.com
389,Brian,Sullivan,38,Female,9971.44,Savings,sandrahenry@example.com
650,Kelsey,Garrison,72,Female,2254.79,Checking,christian66@example.com
2082,Melissa,Curtis,53,Female,11141.02,Savings,hcollins@example.net
6442,Tonya,Weaver,26,Male,11471.8,Checking,brandiwalter@example.org
5494,Alexandra,Joseph,29,Female,11840.2,Checking,austinbruce@example.org
11,Matthew,Atkins,57,Female,7105.77,Checking,katherine57@example.com
6487,Kathleen,Hall,48,Female,1864.42,Checking,bakerdawn@example.net
9364,Joseph,Freeman,60,Female,3093.43,Savings,griffinmichelle@example.com
1459,Danielle,Patel,43,Male,12656.37,Checking,vcampbell@example.com
7981,Joshua,Pruitt,74,Female,4801.97,Checking,heather62@example.com
588,Megan,Tran,61,Female,3177.58,Savings,scott76@example.net
599,Ryan,Anderson,31,Female,4594.41,Savings,jennifer30@example.net
4753,Richard,Moran,37,Male,12712.21,Savings,mmcclain@example.net
600,Brianna,Gomez,21,Female,14906.67,Checking,ianderson@example.com
6335,Erica,Duncan,45,Female,10147.09,Savings,pamelawatkins@example.org
2939,Patricia,Price,31,Male,9963.18,Savings,tyrone49@example.com
2595,Alejandro,Cain,77,Female,12626.71,Checking,olivia03@example.com
646,Mary,Davis,31,Female,6785.43,Savings,richardwilson@example.com
4837,Jasmine,Edwards,20,Male,7409.64,Savings,thamilton@example.org
8102,Ariel,Hall,53,Male,1457.53,Checking,gmartin@example.com
6262,Jeremy,Rodriguez,46,Female,11918.34,Savings,flin@example.net
4957,Stephanie,Cummings,40,Female,10596.75,Savings,ronald31@example.org
1013,Thomas,Stokes,56,Female,5986.27,Savings,jakebird@example.com
90,April,Smith,27,Male,12045.03,Checking,dbeard@example.org
5744,Larry,Wallace,76,Male,6263.74,Savings,jmarshall@example.org
4729,Kayla,Cooper,26,Male,4687.95,Checking,sherrireyes@example.com
8196,Alexis,Mueller,25,Male,5596.74,Checking,charlesmurphy@example.net
5313,Lance,Gates,62,Female,1808.8,Checking,dnguyen@example.net
8330,Richard,Russo,50,Female,6091.5,Checking,jose29@example.org
9333,Kim,Santana,19,Male,12171.83,Checking,harringtonkevin@example.org
9562,Sydney,Beck,25,Male,10193.81,Checking,martinelizabeth@example.com
2506,Roberta,Flores,49,Male,2454.76,Checking,mathispaula@example.com
9639,William,Liu,46,Male,8496.78,Savings,justin47@example.net
3509,Jeffrey,Simmons,71,Male,12460.07,Checking,amberscott@example.org
906,Eileen,Hicks,40,Male,12442.29,Savings,clin@example.com
6405,Dwayne,Donaldson,43,Male,3020.38,Savings,shaun61@example.net
732,David,Bailey,74,Male,3833.28,Checking,taranelson@example.org
5278,Jason,Garcia,39,Male,12172.14,Checking,stevennorman@example.org
4035,Stacey,Carrillo,25,Female,10657.55,Savings,ashley11@example.com
9788,Jennifer,Brooks,32,Female,5428.07,Savings,scottrangel@example.com
2487,Christopher,Clayton,57,Male,10080.0,Savings,aford@example.com
9601,Lisa,Clayton,25,Female,10030.62,Checking,sandra91@example.net
8688,Adam,West,70,Male,4804.18,Savings,jenniferallen@example.net
368,Mark,Robles,24,Female,3527.45,Savings,stodd@example.com
35,Thomas,Hoffman,78,Female,11205.61,Checking,carlamoore@example.net
3141,Gary,Green,22,Male,4581.32,Checking,christina10@example.org
2767,Sarah,Johnston,79,Female,2420.08,Savings,zallen@example.net
9010,Jennifer,Wilson,22,Female,3085.67,Savings,cbrown@example.com
9600,Sarah,Cole,78,Male,4818.78,Checking,brennankimberly@example.com
4279,Melinda,Collins,45,Male,5044.45,Savings,autumn49@example.com
5869,Daniel,Banks,59,Male,5911.22,Savings,fullerstephanie@example.com
6990,Jill,Mccarthy,40,Female,2507.02,Savings,iaguirre@example.net
9591,Denise,Gray,79,Male,11243.3,Savings,johnsonchristopher@example.com
1399,Daniel,Carr,74,Female,2618.61,Savings,patelmelissa@example.com
3916,Mark,Barron,27,Male,1004.54,Checking,jeremyarias@example.org
6501,Miranda,Lopez,56,Female,1083.68,Checking,lwilson@example.net
2020,Thomas,Mendoza,55,Female,1105.64,Savings,jacksonbrian@example.org
2683,Ricky,Solis,18,Male,4307.08,Savings,brownsusan@example.net
7206,Patricia,Mcdonald,29,Male,14997.98,Checking,tpatrick@example.org
4478,Pamela,Williams,28,Male,5684.54,Checking,hbarrett@example.org
6382,Robert,Edwards,65,Male,10103.93,Savings,natashasmith@example.net
2924,Debra,Bridges,80,Male,8191.84,Savings,tdavidson@example.com
893,Gregory,Flores,55,Male,1572.78,Checking,montgomerylisa@example.net
2857,Jeffrey,Johnson,42,Male,7196.46,Savings,oortiz@example.net
2579,Christopher,Nichols,76,Female,12316.45,Checking,joseph83@example.com
8866,Amanda,White,47,Male,8115.55,Savings,karenrichmond@example.org
1812,James,Scott,35,Male,14527.23,Checking,robyn60@example.net
2153,James,Carroll,51,Female,7600.41,Savings,joannehodges@example.com
7023,Bernard,Sellers,23,Female,10500.46,Checking,scollins@example.com
206,Terri,Gonzalez,24,Male,2183.73,Checking,mgibson@example.org
168,Brandy,Haynes,33,Female,9990.05,Checking,calebramos@example.com
8136,Mercedes,Peterson,69,Male,8906.65,Savings,thomasshannon@example.net
9636,Jeanne,Warren,49,Female,6222.04,Checking,alexanderhale@example.com
5078,Aaron,Mcbride,56,Male,5611.18,Checking,bdaniels@example.net
226,Natalie,Johnson,77,Male,14260.93,Checking,wareangelica@example.org
6801,Nicholas,Edwards,24,Female,7391.88,Checking,fwalters@example.com
2139,Danielle,Hodges,58,Female,3838.51,Savings,christensendaniel@example.net
9009,Kevin,Schwartz,48,Male,13572.4,Savings,mallory18@example.org
7287,Wesley,Powell,45,Male,13151.39,Checking,jacobespinoza@example.com
632,Heather,Diaz,26,Female,9755.48,Checking,zacharybennett@example.org
346,Tracy,Hammond,80,Female,14130.77,Savings,rmedina@example.org
8723,John,Hodge,29,Female,7529.37,Savings,ryoung@example.org
4762,Arthur,Christian,70,Female,13954.52,Savings,james12@example.com
4395,Michelle,Miller,67,Female,1737.32,Savings,alexisrandall@example.org
842,Andrew,Mitchell,48,Male,14716.61,Checking,duncansteven@example.net
6104,Paige,Scott,41,Female,11600.2,Savings,lprice@example.net
9954,Alice,Anderson,77,Male,2925.53,Savings,torresrussell@example.com
298,Susan,Brown,40,Male,4415.48,Savings,kingrhonda@example.org
1577,Teresa,Duran,79,Female,2041.05,Checking,cmora@example.com
2852,James,Hall,64,Male,4873.41,Savings,jcole@example.com
163,Johnny,Rogers,55,Male,5972.45,Checking,nathansmith@example.com
2103,Pamela,Tran,23,Male,1108.46,Checking,cindy12@example.com
8592,Jamie,Kelly,34,Male,5035.16,Checking,malonemegan@example.com
6339,Stephanie,Hamilton,28,Female,10311.98,Savings,obaker@example.com
7131,Amanda,Barton,21,Male,9537.42,Checking,owelch@example.com
6178,Shaun,Christensen,30,Male,12966.33,Checking,lclarke@example.org
9332,Robert,Robinson,28,Male,13691.42,Checking,samanthalewis@example.com
9612,Michael,Foster,48,Male,14052.02,Checking,jill42@example.org
8657,Sharon,Macias,66,Male,1215.04,Checking,tyler22@example.com
7019,Brent,Carr,60,Male,5570.37,Savings,goodwincynthia@example.com
5979,Crystal,Hodges,49,Male,13823.67,Savings,samuel53@example.com
9906,Chase,Lopez,55,Male,10654.1,Checking,rcasey@example.com
9638,Misty,Kemp,61,Female,1350.67,Savings,susan67@example.com
3797,Paul,Ward,29,Female,4370.08,Savings,kelly44@example.net
4215,Amy,Charles,25,Male,4397.82,Checking,richard88@example.org
9065,Hannah,Boyd,70,Male,10770.64,Checking,gbowers@example.net
9704,Matthew,Daniel,70,Female,1252.6,Savings,justin75@example.org
3880,Joseph,Herrera,77,Male,14133.45,Savings,dsimmons@example.com
1377,Kimberly,Walker,75,Female,14144.78,Savings,lewislauren@example.net
2362,Brandon,Day,25,Male,1005.0,Checking,andersonmadison@example.net
2663,Sylvia,Norris,38,Male,5812.81,Checking,russell13@example.com
8810,Justin,Terry,21,Male,13693.04,Checking,maldonadoapril@example.com
3973,Makayla,Allen,33,Male,5316.88,Savings,amanda27@example.com
9466,Monica,Flores,68,Female,14740.47,Checking,lopezrebecca@example.org
8546,Rachel,Cline,78,Female,8372.22,Checking,washingtonpaul@example.com
785,John,Smith,28,Male,12629.69,Savings,stephanie97@example.com
3733,Deborah,Smith,58,Male,8353.13,Savings,smithbrandon@example.com
9645,Jacqueline,Kim,45,Male,10902.45,Savings,cunninghambrandy@example.org
1366,Colton,Fletcher,29,Male,2549.34,Savings,daisy12@example.com
1850,Kathleen,Griffith,26,Female,10018.59,Savings,mitchelldeanna@example.net
6894,Barbara,Herrera,47,Female,5020.29,Checking,christophercox@example.net
5731,Lee,Chapman,46,Male,14157.93,Checking,omcdonald@example.org
1766,Morgan,Barrera,58,Female,1220.35,Savings,ubrown@example.com
1868,Michael,Vargas,78,Male,5372.89,Savings,lisa62@example.org
3235,Lisa,Barton,30,Male,14968.72,Savings,josephalexander@example.net
8011,Michael,Duncan,45,Female,6650.87,Savings,ksmith@example.com
6943,Steven,Jackson,26,Male,1185.54,Checking,franklineric@example.net
8631,Caitlyn,Bautista,49,Male,11004.27,Savings,collinshaffer@example.org
2246,Loretta,Marshall,74,Female,12521.38,Checking,derek88@example.org
8305,Cameron,Solomon,18,Male,3025.13,Savings,hguzman@example.org
4815,Kristen,Anderson,78,Female,11599.83,Savings,destiny42@example.org
3412,Kenneth,Foley,53,Female,11225.89,Checking,garciaalan@example.org
1953,Jeffery,Blevins,57,Male,14964.86,Savings,davissteven@example.net
2864,Tracy,James,69,Male,11064.69,Checking,icohen@example.net
4473,Megan,Roberts,76,Female,12329.68,Savings,elizabethbryan@example.net
8860,Kristina,Myers,36,Male,10595.04,Savings,barbaramartinez@example.com
5208,Michael,Howard,55,Male,1838.99,Checking,lindseystewart@example.net
7674,Olivia,Brown,46,Male,13186.69,Checking,johnryan@example.net
3486,Madison,Mcgrath,51,Male,14006.15,Savings,bergerhannah@example.net
654,Lisa,Jones,41,Male,10984.97,Savings,nicolebarnes@example.com
6564,Erica,Daniel,73,Male,7009.0,Checking,chloe00@example.com
8498,Leslie,Graham,54,Female,4956.18,Savings,kimberly47@example.com
9513,Justin,Johnson,43,Male,13354.81,Checking,davisjohn@example.net
447,Ernest,Avila,66,Female,4006.49,Savings,reginajohnson@example.com
7733,Justin,Compton,78,Male,14881.72,Checking,smithwendy@example.net
701,Michael,Phillips,62,Female,6327.51,Savings,andreamcfarland@example.org
6149,Erika,Anderson,28,Male,14923.85,Savings,brownrebecca@example.net
4072,Sarah,Robertson,49,Male,7585.94,Savings,brookemiller@example.org
818,Rachel,Turner,18,Female,11575.56,Savings,rcervantes@example.net
409,Carol,Potter,44,Female,2098.56,Checking,jhopkins@example.org
3338,Patricia,Dennis,61,Male,3836.65,Savings,skoch@example.com
825,Todd,Carr,54,Male,7650.15,Savings,ptaylor@example.net
2391,Ivan,Stokes,58,Female,7641.57,Savings,uclark@example.net
6374,William,Barr,70,Female,2088.38,Checking,umcdonald@example.org
505,Andrew,Banks,70,Male,14359.8,Checking,rhodesdiane@example.org
5086,Anne,Baker,39,Male,8497.73,Savings,riley97@example.org
5749,Monica,Cook,24,Male,12964.33,Checking,adamcoffey@example.net
6127,Kelsey,Jones,41,Male,11811.72,Savings,garzaalice@example.org
8180,Amber,Figueroa,80,Female,3083.62,Savings,xmercado@example.net
9085,David,Fox,31,Female,7092.9,Checking,reeseraymond@example.com
2677,Brian,Young,54,Male,10472.2,Checking,normanmichael@example.org
5285,Eric,Williams,21,Male,12138.39,Checking,maryprice@example.org
1132,Kristen,Madden,29,Male,10720.84,Savings,julieedwards@example.net
2909,Melinda,Santiago,73,Female,14970.43,Savings,lcallahan@example.com
9893,Alfred,Garcia,68,Female,9444.69,Savings,lorichavez@example.net
2041,Thomas,Walsh,77,Female,2960.94,Checking,hfry@example.net
7670,Jessica,Rodgers,38,Female,10611.9,Savings,perkinsjamie@example.com
1109,Kenneth,Thompson,49,Male,14094.93,Savings,dsloan@example.org
9408,Joseph,Rogers,78,Male,10208.47,Checking,williamsrichard@example.org
3870,Sergio,Sloan,59,Male,12374.66,Checking,sanchezsherri@example.org
7265,Sarah,Oliver,23,Female,3488.97,Savings,laurencameron@example.com
776,Christine,Taylor,34,Female,5307.29,Savings,lking@example.net
4955,Rebecca,Moore,71,Female,13156.65,Savings,malikmartinez@example.net
9977,Hannah,Ramsey,55,Female,7820.74,Savings,tina31@example.com
9718,Sandra,Sanchez,66,Male,10070.32,Savings,donaldrojas@example.com
3693,Evan,Flores,74,Female,7998.05,Checking,xgrant@example.org
6055,David,Torres,66,Female,10544.91,Checking,foxamber@example.com
6724,Jonathan,Vargas,28,Female,14386.52,Savings,tmartin@example.net
8064,Debra,Warren,43,Female,3002.8,Checking,kperez@example.org
2918,Jonathan,Macdonald,64,Female,8411.23,Savings,fletcherrussell@example.net
1546,Mike,Gibson,24,Male,8123.02,Savings,drew31@example.com
6303,Amy,Lawrence,47,Female,11114.02,Checking,cooketiffany@example.com
4802,Kimberly,Sanchez,39,Female,10844.82,Savings,samantha06@example.org
9775,Harry,Butler,50,Female,10160.79,Checking,phamkevin@example.org
4491,Ryan,Silva,30,Female,13130.57,Savings,williamstracy@example.org
5989,Cindy,Sparks,26,Female,13218.33,Savings,olambert@example.net
6762,Ryan,Thompson,59,Male,13129.87,Checking,tracyadkins@example.net
6698,Todd,Glenn,64,Female,4691.9,Savings,valeriegarrett@example.com
9392,Kathleen,Barker,63,Female,14244.57,Savings,jessicareed@example.org
3344,Daniel,Rogers,34,Female,2314.72,Savings,jwebb@example.net
6837,Jennifer,Shaw,74,Male,6052.78,Checking,elizabethsolis@example.net
8098,Cheryl,Jones,34,Male,13193.74,Savings,beth84@example.net
2946,Michelle,King,63,Male,1712.69,Savings,jeffrey54@example.net
4308,Antonio,Davis,51,Female,10107.93,Savings,kim90@example.net
8868,Joseph,Weeks,70,Male,10752.54,Savings,judithblanchard@example.org
6321,Alejandro,Brown,73,Male,10931.02,Savings,ronnie80@example.com
3302,Diane,Lee,72,Female,10121.53,Checking,walkersara@example.net
5901,Margaret,Harris,61,Female,11326.05,Savings,xblankenship@example.com
1952,Makayla,Andrews,25,Male,8303.98,Checking,bradley07@example.com
5133,Cynthia,Hogan,23,Female,9938.12,Savings,nathan50@example.net
8214,Christopher,Gonzalez,51,Female,5848.02,Savings,lawrence39@example.net
9553,Kristina,Curry,45,Female,9501.83,Checking,claytonjohnny@example.org
6246,Jennifer,Bishop,19,Female,1181.27,Checking,derekwiley@example.org
3222,Thomas,Humphrey,43,Female,14465.6,Checking,craigjohnson@example.com
3408,Elizabeth,Lopez,59,Male,3702.26,Savings,carterjane@example.org
7426,Christopher,Simmons,46,Female,2350.18,Savings,davismary@example.net
9795,Theresa,Cervantes,48,Female,7272.5,Checking,bmason@example.com
5268,Shelia,Colon,58,Female,2741.19,Checking,williamsandrew@example.com
5474,Casey,Berry,35,Male,10037.23,Savings,smithandrew@example.com
7295,Richard,Anderson,18,Female,1623.29,Savings,nelsonian@example.org
4576,Jennifer,Wilson,20,Male,14246.0,Savings,gonzalezmichaela@example.net
2223,David,Shelton,55,Female,13590.05,Savings,cynthiapratt@example.net
4708,Juan,Reilly,76,Male,12935.98,Checking,nicholas48@example.org
7405,Natasha,Smith,30,Female,4989.38,Checking,aarondougherty@example.com
672,Kathleen,Horne,24,Female,12657.81,Savings,noahhughes@example.net
7242,Brittany,Marquez,56,Female,13743.41,Savings,andersonerin@example.com
8188,Helen,Williams,64,Male,13503.6,Savings,anthonygrimes@example.net
7806,Ashley,Jones,37,Female,2637.98,Checking,scott14@example.org
5647,Leroy,Morgan,75,Female,5232.9,Savings,stephen23@example.com
456,Stuart,Smith,42,Male,13258.65,Checking,amandarogers@example.org
1211,Kayla,Harris,22,Male,9711.12,Checking,zhansen@example.org
9924,Megan,Johnson,53,Female,7261.04,Checking,keytonya@example.net
6193,Lisa,Holt,59,Female,12483.84,Checking,pwilliams@example.org
8274,Brandi,Lewis,74,Male,7384.25,Checking,paulthomas@example.org
6814,Anthony,Lewis,69,Male,11161.89,Checking,traviswong@example.net
4653,Janet,Garcia,27,Female,14392.45,Savings,zdaniels@example.com
2606,Ryan,Holt,70,Male,8142.06,Checking,randallcabrera@example.com
7751,Richard,Thompson,23,Female,13945.7,Checking,austin19@example.org
8116,Melissa,Williams,64,Male,6916.11,Checking,gprice@example.com
8676,Keith,Taylor,61,Female,10392.08,Checking,pcurry@example.net
2840,Renee,Alexander,55,Male,9159.43,Checking,froberts@example.com
7288,Paul,Ramirez,42,Female,12848.36,Checking,paigebrown@example.net
4554,Anne,Martin,66,Male,1699.6,Savings,aacevedo@example.org
2250,Jeremy,Heath,38,Female,9052.97,Savings,dayjustin@example.org
9699,Michael,Smith,68,Female,13320.73,Savings,erinconway@example.org
5867,Daniel,Carter,37,Female,3259.45,Savings,frankcook@example.net
7054,Jennifer,Hoover,76,Male,9958.02,Checking,browndonna@example.com
2063,Travis,Evans,77,Female,1128.09,Savings,rharrison@example.com
5368,Stanley,Myers,57,Female,10390.38,Checking,rjones@example.com
4619,Robert,Gordon,23,Male,9813.44,Checking,dennispotter@example.net
6971,Zachary,David,30,Female,6811.67,Checking,jesus90@example.org
140,Zoe,Salinas,45,Female,2084.66,Savings,vstrong@example.net
